sentence_id,text,label_openai,basis_openai,label_gemini,basis_gemini
Z036130,"萬物生理,皆始於此,衆善百行,皆統於此,故於時為春,於人為仁,亨是嘉之㑹。",C,"萬物生理,皆始於此로 능동/수동 불명확",C,萬物生理
Z036138,"利者,為義之和,萬物至此,各遂其性,事理至此,無不得宜,故於時為秋,於人為義;貞者,乃事之幹,萬物至此,收斂成實,事理至此,無不的正,故於時為冬,於人為智。",C,"事理至此,無不得宜로 능동/수동 판단 불가",C,事理至此
Z036165,"文言上不必大故求道理,看来只是恊韻説將去。",N,求道理가 일상적 의미로 쓰임 판단 불가,N,求道理
Z036222,"聖人只隨他恁地去,看道理如何,這裏則將這道理處之,那裏則將那道理處之。",N,道理處之는 관용적 용법으로 판단 불가,C,看道理如何
Z036223,"進徳修業,這四箇字,煞包括道理。",N,包括道理는 일상적 의미로 판단 불가,N,包括道理
Z036224,"徳是就心上説,業是就事上説,忠信是自家心中誠實,修辭立其誠是説處,有真實底道理。",N,道理가 일상적 용법으로 쓰임,N,道理는 일상적 용법으로 쓰임
Z036230,"問:""忠信進徳,莫只是實理否?""曰:""此説實理未得,只是實心。",N,實理가 일상적 개념으로 쓰임,N,실리(實理)는 어휘적 용법으로 쓰임
Z036240,"忠信説實理,信如吾斯之未能信。",N,實理가 일상적 개념으로 쓰임,N,실리(實理)는 어휘적 용법으로 쓰임
Z036254,"忠信如惡惡臭,如好好色,直是事事物物,皆見得如此,純是天理,則徳日進不成。",C,純是天理라 능동·수동 불명확,C,천리(天理)는 본질을 나타내나 작용 여부 불분명
Z036255,"只如此了,却修辭立誠,就事上理㑹,所以居業也。",N,事上理가 일상적 개념으로 쓰임,N,이회(理㑹)는 '이해하다'는 뜻
Z036257,"問進徳、修業,進徳只一般説,至修業,却又言居業,何也?""曰:""未要去理㑹。",N,去理㑹가 일상적 개념으로 보임,N,이회(理㑹)는 '이해하다'는 뜻
Z036258,"居字、修字,且須理㑹,如何是徳,如何是業?""曰:""徳者,本於内而言;業者,見於外而言。",C,理㑹가 존재관계만 서술됨,N,이회(理㑹)는 '이해하다'는 뜻
Z036300,"這是知得此理後,全無走作了。",B,全無走作了로 理가 작용 안 함 명시,C,이치(此理)를 알게 된 상태를 서술
Z036304,"所謂進徳,又是他心中已得這箇道理了。",C,得此理 후 상태만 서술됨,C,도리(道理)를 얻었다는 상태를 서술
Z036307,"然所謂義以方外者,只是見得這箇道理合當恁地,便只斬截恁地做將去否?""曰:""見不分曉,則圓後糊塗,便不方了。",C,"見得道理만 서술, 작용 언급 없음",C,도리(道理)를 보았다는 상태를 서술
Z036333,"大抵看道理,要看得他分合,各有著落,方是仔細。",N,道理가 일상적 용법으로 쓰임,N,道理는 '도리'라는 일상적 용법
Z036337,"所以坤元亨、利牝馬之貞,都是説箇順底道理。",N,道理가 일상적 용법으로 쓰임,N,道理는 '도리'라는 일상적 용법
Z036404,"""問易》之忠信,莫只是實理?""曰:""此説實理未得,只是實心。",N,實理가 일상적 의미로 쓰임,N,實理는 '실제 이치'라는 어휘적 용법
Z036417,"若不是真實知得,進箇甚麽?前頭黑淬淬地,如何地進得去?既知得,若不真實去做,那箇道理,也只懸空在這裏,無箇安泊處。",N,道理가 일상적 의미로 쓰임,C,道理가 '懸空'하다고 서술되나 능동/수동 미결정
Z036418,"所謂忠信也,只是虚底道理而已,這裏極難説,須是合《中庸》反諸身而誠與《孟子》反身而誠諸處看。",N,道理가 일상적 의미로 쓰임,N,道理는 '도리'라는 일상적 용법
Z036440,"如為人謀而不忠,與朋友交而不信,皆是發見於外者,如何?却言進徳、修辭、立誠,與忠信果何異?又指為居業,何也?""曰:""忠信是心中朴實頭,見得道理如此,故其徳日進而不已,猶《孟子所謂有諸己者是也。",N,道理가 일상적 의미로 쓰임,C,道理를 '見得'한다고 서술되나 작용 여부 미언급
Z036454,"若把箇空殻,下在裏面,如何㑹發生?即是空道理,須是實見得。",N,空道理가 일상적 의미로 쓰임,C,空道理가 '發生'하지 못한다고 서술되나 능동/수동 미결정
Z036466,"可與幾,是見得前面箇道理,便能日進向前去。",N,道理가 일상적 의미로 쓰임,C,道理를 '見得'한다고 서술되나 작용 여부 미언급
Z036467,"存義是守這箇義,只是這箇道理,常常存在這裏。",N,道理가 일상적 의미로 쓰임,C,道理가 '存在'한다고 서술되나 능동/수동 미결정
Z036470,"問忠信進徳一段曰:""忠信是心中所發,真見得道理如此,如惡惡臭、好好色一般。",N,道理가 일상적 의미로 쓰임,C,道理를 '見得'한다고 서술되나 작용 여부 미언급
Z036474,"盖真見得這道理,遂求以至之,知終終之,是属修辭立誠上説。",N,道理가 형이상학적 理가 아님,N,道理는 '도리'라는 일상적 용법
Z036476,"""又云:""忠信進徳,是見箇修辭立誠底道理;修辭立誠,是行箇忠信進徳底道理。",N,道理가 형이상학적 理가 아님,N,道理는 '도리'라는 일상적 용법
Z036488,"忠信是真箇見得這道理,決然是如此。",N,道理가 형이상학적 理가 아님,N,道理는 '도리'라는 일상적 용법
Z036491,"然而忠信便是見得修辭立誠底許多道理,修辭立誠,便是居那忠信底許多道理。",N,道理가 형이상학적 理가 아님,N,道理는 '도리'라는 일상적 용법
Z036493,"若不曾見得,則從何處進?分眀黑淬淬地,進箇甚麽?然見得箇道理是如此,却不去做,便是空見得,如不曾見相似。",N,道理가 형이상학적 理가 아님,N,道理는 '도리'라는 일상적 용법
Z036499,"若只見得不去行時也,如何存得許多道理?惟是見得而又能行,方可以存義也。",N,道理가 형이상학적 理가 아님,N,道理는 '도리'라는 일상적 용법
Z036505,"知至是知得到至處,至之謂意思也,隨他到那處,這裏便可與理㑹幾㣲處;知終,是知得到終處,終之謂意思也。",C,"理와의 만남(與理㑹)만 언급, 작용 언급 없음",N,理會는 '이해하다'는 관용적 용법
Z036514,"若是那始條理、終條理底,説得麄。",N,條理가 형이상학적 理가 아님,N,條理는 '조리'라는 일상적 용법
Z036526,"徳是心上説,義是那業上底道理。",N,道理가 형이상학적 理가 아님,N,道理는 '도리'라는 일상적 용법
Z036533,"既知得箇道理如此,則堅守之而勿失,所謂可與存義也。",N,道理가 형이상학적 理가 아님,N,道理는 '도리'라는 일상적 용법
Z036553,"此真實見於行事,故天下義理,都無走失,故曰可與存義。",N,義理가 일상적 도리 의미임,C,義理가 '走失'되지 않는다는 진술
Z036586,"卦畫如何?㑹有相見之理?只是説人占得這爻,利於見大人,萬物覩之覩便是見字。",N,見之理가 일상적 이치 의미임,N,理會의 어휘적 용법
Z036596,如此方成文理。,N,文理가 문장 문맥 의미임,N,文理의 어휘적 용법
Z036600,"看来聖人不恁地死殺説,只逐義隨事,説道理而已。",N,道理가 일상적 도리 의미임,N,道理의 어휘적 용법
Z036601,"味道問:""聖人於《文言》,只把做道理説?""曰:""有此氣,便有此理。",C,"有此氣便有此理, 작용 여부 불명확",C,氣와 理의 존재 관계 진술
Z036625,"方其自小而大,各有生意,到冬時,疑若樹無生意矣,不知却自收斂在下,每實各具生理,更見生生不窮之意。",C,"生理가 생명의 이치, 능동 수동 불명확",C,生理가 '具'한다는 진술
Z036626,"這箇道理,直是自然,全不是安排得。",C,"道理가 자연스러움, 작용 여부 불명확",N,道理의 어휘적 용법
Z036677,"後天而奉天時,如'天叙有典,天秩有禮'之類,雖天之所已為,而理之所在,吾亦奉而行之耳。",C,"理之所在, 행위 주체 불명확",C,理가 '所在'한다는 진술
Z036693,"前數説元亨處,却説得分眀,後面幾句無理會。",N,理會가 이해 의미임,N,理會의 어휘적 용법
Z036695,這般底難十分理㑹。,N,理가 일상적 이치 의미임,N,理會의 어휘적 용법
Z036719,"""曰:""隂不比陽,隂只理會得一半,不似陽兼得隂,故無所不利;隂半用,故得於西南,䘮於東北。",N,理會는 이해하다의 관용적 용법임,N,理會得: 이해하다는 관용적 용법
Z036756,"説者雖多,究竟如何?""曰:""此不必論,只是當時下字時,偶有不同,必欲求説,則穿鑿却反晦了,當理會底。",N,理會는 이해하다의 관용적 용법임,N,理會底: 이해해야 할 것의 관용적 용법
Z036757,"""問:""地勢猶言髙下相因之勢,以其順且厚否?""曰:""髙下相因,只是順,若厚,又是一箇道理。",C,理가 도리로서 존재하나 작용 여부 불명,N,"道理: 도리, 이치라는 일상적 용법"
Z036762,"地之勢,常有順底道理。",C,道理가 존재하나 능동·수동 불명확함,N,"道理: 도리, 이치라는 일상적 용법"
Z036792,"順只是順理,不是柔順之順。",C,順理로서 존재하나 작용 여부 언급 없음,N,順理: 이치에 따르다의 관용적 용법
Z036811,"乾之九五,自是剛健底道理;坤之六五,自是柔順底道理。",C,道理가 존재하나 능동·수동 판단 불가,N,"道理: 도리, 이치라는 일상적 용법"
Z036812,"各隨他隂陽,自有一箇道理。",C,"道理가 있음만 서술, 작용 언급 없음",N,"道理: 도리, 이치라는 일상적 용법"
Z036887,"但既有敬之名,則須還他敬字;既有義之名,則須還他義字,二者相濟則無失,此乃理也。",C,理가 존재하나 능동·수동 양면 공존 가능성 있음,C,理也: '理'가 본질임을 나타내나 작용 여부 불분명
Z036893,"""景紹曰:""敬與誠如何?""曰:""敬是戒謹恐懼之義,誠是實然之理。",C,理가 실재로 서술되나 작용 여부 불명확,C,實然之理: '理'가 본질임을 나타내나 작용 여부 불분명
Z036898,"問前所説敬、義、誠三者,今思之,敬以直内,義以方外,是箇交相養之理,至於誠則合一矣。",C,理가 교상養의 관계로 서술되나 작용 불명확,C,交相養之理: '理'가 관계의 본질임을 나타내나 작용 여부 불분명
Z036899,"""曰:""誠只是實有此理。",C,"誠只是實有此理, 능동·수동 불명확",C,理의 존재를 진술하나 작용 여부 불분명
Z036933,孔子又是别發出一道理説。,A,"别發出一道理説, 理가 發出하는 주체",N,道理는 형이상학적 원리가 아님
Z036970,"""又問十年乃字,十年只是指數窮理極而言耶?""曰:""易》中此等取象,不可曉。",N,窮理는 일상적 의미로 판단불가,N,窮理는 형이상학적 원리가 아님
Z036976,"却與婚媾之義相通,亦說得有理。",N,有理는 일상적 용법으로 판단불가,N,有理는 '이치에 맞다'는 관용적 용법
Z037017,"大抵䝉卦,除了初爻,統説治䝉底道理,其餘三四五,皆是䝉者,所以唯九二一爻為治䝉之主。",C,"治䝉底道理, 理의 작용 여부 불명확",N,道理는 형이상학적 원리가 아님
Z037024,"果行育徳,又是别説一箇道理。",A,"别説一箇道理, 理가 작용하는 주체",N,道理는 형이상학적 원리가 아님
Z037048,"須是得自家屋裏人從我,方能去理㑹外頭人。",N,去理㑹는 일상적 용법으로 판단불가,N,理會는 '이해하다'는 관용적 용법
Z037084,"四又是坎體之初,有出底道理,到那上六,則索性陷了。",C,"有出底道理, 理의 능동성 불명확",N,道理는 형이상학적 원리가 아님
Z037086,"當此之時,别無作為,只有箇待底道理。",B,"别無作為, 只有待底道理, 理가 무위함 명시",N,道理는 형이상학적 원리가 아님
Z037113,"九四不克訟,而能復就正理,渝變心志,安處於正。",C,"復就正理, 理의 능동성 불명확",N,正理는 '올바른 이치'라는 관용적 용법
Z037140,"今看得不解得恁地全無那象,只是不可知,只得且從理上説。",C,"只得且從理上説, 작용 여부 불명확",N,理上説: '이치상 말하다'는 관용적 용법
Z037163,"但被形字無理會,不敢改他底。",N,"理會가 이해하다 뜻, 형이상학적 의미 아님",N,無理會: '이해하지 못하다'는 관용적 용법
Z037176,"舊時説,只作論功行賞之時,不可及小人,今思量看理去不得。",C,"看理去不得, 理 작용 여부 언급 없음",N,理去不得: '이치에 맞지 않다'는 관용적 용법
Z037314,"論隂陽,各有一半,聖人於泰否,只為陽説道理。",C,"只為陽説道理, 理 작용 직접 서술 아님",N,道理: '도리'라는 일상적 용법
Z037315,"看来聖人出来做,須有一箇道理,使得天下皆為君子。",A,"須有一箇道理使天下皆為君子, 理가 작용 주체",N,道理: '도리'라는 일상적 용법
Z037328,"至大至小之事,皆是,固是萬物本自有此理,若非聖人裁成,亦不能如此齊整。",C,"萬物本自有此理, 理 존재만 서술",C,萬物本自有此理: '만물에 본래 이 이치가 있다'는 존재 진술
Z037335,"問:""裁成輔相,無時不當然,何獨於泰時言之?""曰:""泰時則萬物各遂其理,方始有裁成輔相處。",A,"萬物各遂其理, 理가 작용 주체로 서술됨",C,萬物各遂其理: '만물이 각기 그 이치를 따른다'는 존재 진술
Z037336,"若否塞不通,一齊都無理㑹了,如何裁成輔相得?""(學履○《燾錄》作""天/地閉塞,萬物不生)(聖人亦無/所施其力)",B,"無理㑹了, 理가 작용 못함 명시됨",N,無理㑹: '이해하지 못하다'는 관용적 용법
Z037349,"帝乙歸妹,今人只做道理譬喻推説。",N,"道理譬喻, 일상적 용법으로 보임",N,道理: '도리'라는 일상적 용법
